GCN Name,Fermi Name,Enclosed Probability,TESS Sector,Trigger,Details,RA,Declination,Error Radius (arcmin),Localization Source,Alt. Local. Cam,Alt. Local. CCD,Alt. Local. Col,Alt. Local. Row,LC,Result
GRB 250717A,GRB250717158,0.00000,94,2025-07-17 03:45:56.913,<a href=yr25/GRB250717158.html>details</a>,22.85,3.51,173.4,"Fermi, GBM              ",,,,,,
GRB 250716A,GRB250716062,0.01788,94,2025-07-16 01:26:55.171,<a href=yr25/GRB250716062.html>details</a>,65.72,-48.56,60.0,"Fermi, GBM              ",,,,,,unexamined
GRB 250715A,GRB250715621,0.00000,94,2025-07-15 14:52:00.519,<a href=yr25/GRB250715621.html>details</a>,205.45,41.2,256.8,"Fermi, GBM              ",,,,,,
GRB 250714A,GRB250714302,0.00000,94,2025-07-14 07:12:57.329,<a href=yr25/GRB250714302.html>details</a>,94.67,-21.16,163.20000000000002,"Fermi, GBM              ",,,,,,
GRB 250711A,GRB250711611,0.00000,94,2025-07-11 14:37:57.002,<a href=yr25/GRB250711611.html>details</a>,261.25,44.94,71.39999999999999,"Fermi, GBM              ",,,,,,
GRB 250709A,GRB250709653,0.00000,94,2025-07-09 15:37:39.819,<a href=yr25/GRB250709653.html>details</a>,303.29,34.66,273.59999999999997,"Fermi, GBM              ",,,,,,
GRB 250708A,GRB250708619,0.00000,94,2025-07-08 14:49:45.732,<a href=yr25/GRB250708619.html>details</a>,255.14,13.04,301.2,"Fermi, GBM              ",,,,,,
GRB 250703A,GRB250703380,0.00000,94,2025-07-03 09:05:20.609,<a href=yr25/GRB250703380.html>details</a>,337.57,26.14,70.8,"Fermi, GBM              ",,,,,,
GRB 250702F,GRB250702880,0.00000,94,2025-07-02 21:04:26.908,<a href=yr25/GRB250702880.html>details</a>,212.933,16.699,3.0,"Swift, BAT              ",-1,-1,-1,-1,,
GRB 250702E,GRB250702682,0.00000,94,2025-07-02 16:19:15.854,<a href=yr25/GRB250702682.html>details</a>,284.69,-7.8741,0.036,"Swift, XRT              ",-1,-1,-1,-1,,
GRB 250702C,GRB250702618,0.00161,94,2025-07-02 14:47:14.856,<a href=yr25/GRB250702618.html>details</a>,107.93,-15.77,667.1999999999999,"Fermi, GBM              ",,,,,,
GRB 250702B,GRB250702581,0.00000,94,2025-07-02 13:53:48.547,<a href=yr25/GRB250702581.html>details</a>,284.69,-7.8741,0.036,"Swift, XRT              ",-1,-1,-1,-1,,
GRB 250702D,GRB250702548,0.00000,94,2025-07-02 13:06:49.935,<a href=yr25/GRB250702548.html>details</a>,284.69,-7.8741,0.036,"Swift, XRT              ",-1,-1,-1,-1,,
GRB 250702A,GRB250702413,0.00000,94,2025-07-02 09:51:53.799,<a href=yr25/GRB250702413.html>details</a>,317.77,48.14,69.0,"Fermi, GBM              ",,,,,,
GRB 250628C,GRB250628802,0.00000,93,2025-06-28 19:13:00.145,<a href=yr25/GRB250628802.html>details</a>,169.86,-6.94,224.4,"Fermi, GBM              ",,,,,,
GRB 250626A,GRB250626926,0.00018,93,2025-06-26 22:11:38.374,<a href=yr25/GRB250626926.html>details</a>,35.53,-6.56,1196.4,"Fermi, GBM              ",,,,,,
GRB 250625A,GRB250625670,0.00000,93,2025-06-25 16:02:40.548,<a href=yr25/GRB250625670.html>details</a>,261.519,22.265,3.0,"Swift, BAT              ",-1,-1,-1,-1,,
GRB 250624A,GRB250624817,0.00000,93,2025-06-24 19:34:03.607,<a href=yr25/GRB250624817.html>details</a>,10.61,16.64,316.2,"Fermi, GBM              ",,,,,,
GRB 250623A,GRB250623674,0.00000,93,2025-06-23 16:09:46.063,<a href=yr25/GRB250623674.html>details</a>,233.38,-6.0,609.6,"Fermi, GBM              ",,,,,,
GRB 250621A,GRB250621052,0.00000,93,2025-06-21 01:12:36.321,<a href=yr25/GRB250621052.html>details</a>,129.74,-25.15,114.6,"Fermi, GBM              ",,,,,,
GRB 250620C,GRB250620672,0.00000,93,2025-06-20 16:04:57.626,<a href=yr25/GRB250620672.html>details</a>,142.61,54.96,60.0,"Fermi, GBM              ",,,,,,
GRB 250620B,GRB250620558,0.00002,93,2025-06-20 13:20:40.614,<a href=yr25/GRB250620558.html>details</a>,67.06,-30.17,362.4,"Fermi, GBM              ",,,,,,
GRB 250620A,GRB250620337,0.00000,93,2025-06-20 08:03:04.670,<a href=yr25/GRB250620337.html>details</a>,46.23,65.85,370.2,"Fermi, GBM              ",,,,,,
GRB 250619B,GRB250619984,0.00000,93,2025-06-19 23:34:00.974,<a href=yr25/GRB250619984.html>details</a>,25.37,-24.75,804.0,"Fermi, GBM              ",,,,,,
GRB 250619A,GRB250619635,0.00000,93,2025-06-19 15:12:17.754,<a href=yr25/GRB250619635.html>details</a>,35.12,27.05,233.4,"Fermi, GBM              ",,,,,,
GRB 250617B,GRB250617876,0.00000,93,2025-06-17 20:59:12.506,<a href=yr25/GRB250617876.html>details</a>,332.897,32.733,0.06,"Swift, XRT              ",-1,-1,-1,-1,,
GRB 250617A,GRB250617673,0.00000,93,2025-06-17 16:06:57.151,<a href=yr25/GRB250617673.html>details</a>,354.75,35.41,154.2,"Fermi, GBM              ",,,,,,
GRB 250612C,GRB250612620,0.00000,93,2025-06-12 14:51:02.980,<a href=yr25/GRB250612620.html>details</a>,113.24,16.17,84.6,"Fermi, GBM              ",,,,,,
GRB 250612B,GRB250612519,0.00000,93,2025-06-12 12:25:44.859,<a href=yr25/GRB250612519.html>details</a>,229.654,-26.757,0.336,"Fermi, LAT              ",-1,-1,-1,-1,,
GRB 250610C,GRB250610966,0.00000,93,2025-06-10 23:08:48.579,<a href=yr25/GRB250610966.html>details</a>,26.76,59.74,151.79999999999998,"Fermi, GBM              ",,,,,,
GRB 250609A,GRB250609366,0.00001,93,2025-06-09 08:45:02.032,<a href=yr25/GRB250609366.html>details</a>,139.36,1.18,702.6,"Fermi, GBM              ",,,,,,
GRB 250607A,GRB250607584,0.09710,93,2025-06-07 13:58:37.779,<a href=yr25/GRB250607584.html>details</a>,243.84,-24.71,609.0,"Fermi, GBM              ",,,,,,unexamined
GRB 250606A,GRB250606187,0.52918,93,2025-06-06 04:26:29.853,<a href=yr25/GRB250606187.html>details</a>,30.41,-77.05,181.2,"Fermi, GBM              ",,,,,,unexamined
,GRB250603426,0.00000,93,2025-06-03 10:11:12.351,<a href=yr25/GRB250603426.html>details</a>,288.73,26.36,469.20000000000005,"Fermi, GBM              ",,,,,,
GRB 250602A,GRB250602128,0.00000,92,2025-06-02 03:02:12.617,<a href=yr25/GRB250602128.html>details</a>,111.9,56.9,24.0,"Fermi, LAT              ",-1,-1,-1,-1,,
GRB 250601A,GRB250601729,0.00000,92,2025-06-01 17:27:23.216,<a href=yr25/GRB250601729.html>details</a>,90.0709,-57.2892,3.0,"Swift, BAT              ",-1,-1,-1,-1,,
GRB 250531A,GRB250531752,0.00000,92,2025-05-31 18:00:10.377,<a href=yr25/GRB250531752.html>details</a>,170.84,5.38,382.2,"Fermi, GBM              ",,,,,,
GRB 250529B,GRB250529457,0.00000,92,2025-05-29 10:56:10.427,<a href=yr25/GRB250529457.html>details</a>,149.1,71.61,172.79999999999998,"Fermi, GBM              ",,,,,,
GRB 250529A,GRB250529157,0.00000,92,2025-05-29 03:44:03.194,<a href=yr25/GRB250529157.html>details</a>,7.06,54.74,253.8,"Fermi, GBM              ",,,,,,
GRB 250527A,GRB250527713,0.00075,92,2025-05-27 17:03:49.015,<a href=yr25/GRB250527713.html>details</a>,30.54,15.03,582.6,"Fermi, GBM              ",,,,,,
,GRB250527582,0.00033,92,2025-05-27 13:56:15.197,<a href=yr25/GRB250527582.html>details</a>,316.81,54.13,671.4,"Fermi, GBM              ",,,,,,
GRB 250523A,GRB250523602,0.00000,92,2025-05-23 14:24:06.343,<a href=yr25/GRB250523602.html>details</a>,52.86,55.21,181.79999999999998,"Fermi, GBM              ",,,,,,
GRB 250522A,GRB250522918,0.00336,92,2025-05-22 21:59:41.586,<a href=yr25/GRB250522918.html>details</a>,37.29,-5.44,1013.9999999999999,"Fermi, GBM              ",,,,,,
GRB 250522B,GRB250522714,0.02131,92,2025-05-22 17:06:35.621,<a href=yr25/GRB250522714.html>details</a>,285.32,-54.3,684.0,"Fermi, GBM              ",,,,,,unexamined
GRB 250521D,GRB250521932,0.00000,92,2025-05-21 22:19:40.647,<a href=yr25/GRB250521932.html>details</a>,281.6,21.32,154.2,"Fermi, GBM              ",,,,,,
GRB 250521C,GRB250521563,0.00001,92,2025-05-21 13:28:45.008,<a href=yr25/GRB250521563.html>details</a>,105.0,65.63,963.0,"Fermi, GBM              ",,,,,,
,GRB250521242,0.00011,92,2025-05-21 05:46:02.750,<a href=yr25/GRB250521242.html>details</a>,197.75,-35.13,652.1999999999999,"Fermi, GBM              ",,,,,,
GRB 250521A,GRB250521185,0.00000,92,2025-05-21 04:24:44.896,<a href=yr25/GRB250521185.html>details</a>,213.01,30.07,276.6,"Fermi, GBM              ",,,,,,
GRB 250520B,GRB250520442,0.00000,92,2025-05-20 10:33:44.423,<a href=yr25/GRB250520442.html>details</a>,100.63,68.67,259.8,"Fermi, GBM              ",,,,,,
GRB 250516A,GRB250516608,0.79337,92,2025-05-16 14:33:12.697,<a href=yr25/GRB250516608.html>details</a>,333.17,0.14,511.2,"Fermi, GBM              ",,,,,,No Candidates
GRB 250515A,GRB250515866,0.00000,92,2025-05-15 20:44:08.884,<a href=yr25/GRB250515866.html>details</a>,154.35,23.19,465.59999999999997,"Fermi, GBM              ",,,,,,
,GRB250514561,0.00000,92,2025-05-14 13:25:51.564,<a href=yr25/GRB250514561.html>details</a>,250.44,29.75,700.8,"Fermi, GBM              ",,,,,,
GRB 250512A,GRB250512501,0.00000,92,2025-05-12 11:59:22.144,<a href=yr25/GRB250512501.html>details</a>,318.86,76.7,569.4,"Fermi, GBM              ",,,,,,
GRB 250510C,GRB250510925,0.00001,92,2025-05-10 22:10:25.609,<a href=yr25/GRB250510925.html>details</a>,127.91,13.4,765.0,"Fermi, GBM              ",,,,,,
GRB 250510B,GRB250510279,0.00000,92,2025-05-10 06:39:36.069,<a href=yr25/GRB250510279.html>details</a>,128.48,-26.76,161.4,"Fermi, GBM              ",,,,,,
GRB 250509A,GRB250509940,0.00000,92,2025-05-09 22:31:11.171,<a href=yr25/GRB250509940.html>details</a>,46.2296,-38.8413,0.03,"Swift, XRT              ",-1,-1,-1,-1,,
GRB 250506A,GRB250506100,0.00000,91,2025-05-06 02:21:07.434,<a href=yr25/GRB250506100.html>details</a>,219.61,29.28,6.0,"Swift, XRT              ",-1,-1,-1,-1,,
GRB 250505A,GRB250505339,0.00000,91,2025-05-05 08:06:22.833,<a href=yr25/GRB250505339.html>details</a>,104.58,-10.33,206.4,"Fermi, GBM              ",,,,,,
GRB 250504A,GRB250504976,0.00000,91,2025-05-04 23:23:43.708,<a href=yr25/GRB250504976.html>details</a>,269.617,-40.366,0.06,"Swift, XRT              ",-1,-1,-1,-1,,
,GRB250504836,0.00000,91,2025-05-04 20:01:18.365,<a href=yr25/GRB250504836.html>details</a>,105.59,85.11,243.59999999999997,"Fermi, GBM              ",,,,,,
GRB 250502B,GRB250502426,0.00000,91,2025-05-02 10:11:38.766,<a href=yr25/GRB250502426.html>details</a>,312.26,14.53,136.79999999999998,"Fermi, GBM              ",,,,,,
GRB 250502C,GRB250502308,0.07645,91,2025-05-02 07:21:43.100,<a href=yr25/GRB250502308.html>details</a>,239.16,-47.34,719.4,"Fermi, GBM              ",,,,,,unexamined
GRB 250421A,GRB250421443,0.00000,91,2025-04-21 10:36:12.846,<a href=yr25/GRB250421443.html>details</a>,249.06,-59.86,230.39999999999998,"Fermi, GBM              ",,,,,,
,GRB250412754,0.00000,91,2025-04-12 18:03:53.383,<a href=yr25/GRB250412754.html>details</a>,349.84,-81.67,262.8,"Fermi, GBM              ",,,,,,
GRB 250411A,GRB250411762,0.83209,91,2025-04-11 18:14:51.459,<a href=yr25/GRB250411762.html>details</a>,245.72,-13.88,204.60000000000002,"Fermi, GBM              ",,,,,,unexamined
GRB 250407A,GRB250407659,0.00000,90,2025-04-07 15:46:05.512,<a href=yr25/GRB250407659.html>details</a>,110.756,36.7979,0.336,"Swift, XRT              ",-1,-1,-1,-1,,
,GRB250406849,0.00000,90,2025-04-06 20:19:39.690,<a href=yr25/GRB250406849.html>details</a>,297.96,33.34,595.8,"Fermi, GBM              ",,,,,,
GRB 250406A,GRB250406610,0.00002,90,2025-04-06 14:35:58.443,<a href=yr25/GRB250406610.html>details</a>,6.25,-63.17,60.0,"Fermi, GBM              ",,,,,,
GRB 250404A,GRB250404597,0.00000,90,2025-04-04 14:17:31.689,<a href=yr25/GRB250404597.html>details</a>,123.37,34.1,72.0,"Fermi, GBM              ",,,,,,
GRB 250403A,GRB250403636,0.00000,90,2025-04-03 15:13:11.756,<a href=yr25/GRB250403636.html>details</a>,194.593,-24.3762,2.706,"Swift, XRT              ",-1,-1,-1,-1,,
GRB 250402A,GRB250402964,0.00000,90,2025-04-02 23:05:56.993,<a href=yr25/GRB250402964.html>details</a>,213.409,-5.9301,0.006,"Swift, XRT              ",-1,-1,-1,-1,,
GRB 250331E,GRB250331949,0.15861,90,2025-03-31 22:44:20.178,<a href=yr25/GRB250331949.html>details</a>,196.64,-27.67,838.2,"Fermi, GBM              ",,,,,,unexamined
GRB 250331D,GRB250331243,0.00000,90,2025-03-31 05:47:01.845,<a href=yr25/GRB250331243.html>details</a>,48.5254,62.306,4.98,"Swift, BAT              ",-1,-1,-1,-1,,
,GRB250331070,0.00700,90,2025-03-31 01:38:35.052,<a href=yr25/GRB250331070.html>details</a>,101.41,-32.39,555.6,"Fermi, GBM              ",,,,,,unexamined
GRB 250330B,GRB250330911,0.00000,90,2025-03-30 21:50:07.717,<a href=yr25/GRB250330911.html>details</a>,114.07,13.34,184.8,"Fermi, GBM              ",,,,,,
GRB 250330A,GRB250330255,0.00000,90,2025-03-30 06:05:26.707,<a href=yr25/GRB250330255.html>details</a>,252.952,-86.8797,0.066,"Swift, XRT              ",-1,-1,-1,-1,,
GRB 250327A,GRB250327313,0.00000,90,2025-03-27 07:27:50.132,<a href=yr25/GRB250327313.html>details</a>,248.197,61.595,3.0,"Swift, BAT              ",-1,-1,-1,-1,,
,GRB250326552,-1.00000,90,2025-03-26 13:12:59.956,,156.16,85.74,491.4,"Fermi, GBM              ",,,,,,
GRB 250321C,GRB250321908,0.00038,90,2025-03-21 21:45:24.333,<a href=yr25/GRB250321908.html>details</a>,89.35,-28.48,297.6,"Fermi, GBM              ",,,,,,
GRB 250321A,GRB250321030,0.00000,90,2025-03-21 00:40:25.254,<a href=yr25/GRB250321030.html>details</a>,295.077,21.041,3.0,"Swift, BAT              ",-1,-1,-1,-1,,
GRB 250320B,GRB250320969,0.00000,90,2025-03-20 23:13:08.900,<a href=yr25/GRB250320969.html>details</a>,244.66,-30.37,18.0,"Fermi, LAT              ",-1,-1,-1,-1,,
GRB 250320A,GRB250320254,0.00000,90,2025-03-20 06:03:25.825,<a href=yr25/GRB250320254.html>details</a>,262.97,47.34,70.8,"Fermi, GBM              ",,,,,,
GRB 250319B,GRB250319214,0.00360,90,2025-03-19 05:05:15.757,<a href=yr25/GRB250319214.html>details</a>,246.18,-70.9,190.8,"Fermi, GBM              ",,,,,,
GRB 250319A,GRB250319203,0.00148,90,2025-03-19 04:50:42.246,<a href=yr25/GRB250319203.html>details</a>,335.24,-62.32,410.4,"Fermi, GBM              ",,,,,,
,GRB250317824,-1.00000,90,2025-03-17 19:44:49.313,,73.51,-35.69,82.8,"Fermi, GBM              ",,,,,,
GRB 250317A,GRB250317004,0.00276,90,2025-03-17 00:03:12.304,<a href=yr25/GRB250317004.html>details</a>,148.24,-25.44,378.0,"Fermi, GBM              ",,,,,,
GRB 250316A,GRB250316375,0.00000,90,2025-03-16 08:57:43.546,<a href=yr25/GRB250316375.html>details</a>,219.63,14.886,4.8,"Swift, BAT              ",-1,-1,-1,-1,,
GRB 250313A,GRB250313607,0.00000,90,2025-03-13 14:32:16.343,<a href=yr25/GRB250313607.html>details</a>,278.53,53.72,13.8,"Fermi, LAT              ",-1,-1,-1,-1,,
GRB 250312B,GRB250312859,0.53091,90,2025-03-12 20:35:34.715,<a href=yr25/GRB250312859.html>details</a>,180.86,-50.96,292.2,"Fermi, GBM              ",,,,,,unexamined
,GRB250309333,0.00000,89,2025-03-09 07:57:04.411,<a href=yr25/GRB250309333.html>details</a>,352.74,22.99,433.8,"Fermi, GBM              ",,,,,,
GRB 250309B,GRB250309318,0.00010,89,2025-03-09 07:36:18.565,<a href=yr25/GRB250309318.html>details</a>,210.58,-10.86,72.0,"Fermi, GBM              ",,,,,,
GRB 250309A,GRB250309029,0.00004,89,2025-03-09 00:39:51.175,<a href=yr25/GRB250309029.html>details</a>,46.66,58.02,1371.6,"Fermi, GBM              ",,,,,,
GRB 250307A,GRB250307832,0.00000,89,2025-03-07 19:55:35.876,<a href=yr25/GRB250307832.html>details</a>,265.64,2.21,161.4,"Fermi, GBM              ",,,,,,
GRB 250305A,GRB250305645,0.00000,89,2025-03-05 15:26:45.949,<a href=yr25/GRB250305645.html>details</a>,223.71,-2.95,300.0,"Fermi, GBM              ",,,,,,
GRB 250302A,GRB250302574,0.00000,89,2025-03-02 13:44:18.333,<a href=yr25/GRB250302574.html>details</a>,236.38,12.24,322.2,"Fermi, GBM              ",,,,,,
GRB 250228A,GRB250228308,0.07298,89,2025-02-28 07:21:27.210,<a href=yr25/GRB250228308.html>details</a>,94.9,-46.81,714.6,"Fermi, GBM              ",,,,,,unexamined
GRB 250226B,GRB250226938,0.00000,89,2025-02-26 22:28:04.688,<a href=yr25/GRB250226938.html>details</a>,284.42,-10.82,112.2,"Fermi, GBM              ",,,,,,
GRB 250226A,GRB250226274,0.00000,89,2025-02-26 06:32:39.603,<a href=yr25/GRB250226274.html>details</a>,224.267,20.9743,0.336,"Swift, XRT              ",-1,-1,-1,-1,,
GRB 250225B,GRB250225819,0.00000,89,2025-02-25 19:36:59.144,<a href=yr25/GRB250225819.html>details</a>,306.145,-41.484,3.0,"Swift, BAT              ",-1,-1,-1,-1,,
GRB 250225A,GRB250225268,0.00039,89,2025-02-25 06:23:07.875,<a href=yr25/GRB250225268.html>details</a>,59.96,-40.5,728.4000000000001,"Fermi, GBM              ",,,,,,
GRB 250223A,GRB250223692,0.00815,89,2025-02-23 16:33:54.012,<a href=yr25/GRB250223692.html>details</a>,340.56,-40.29,1896.0,"Fermi, GBM              ",,,,,,unexamined
GRB 250223C,GRB250223679,0.00000,89,2025-02-23 16:16:05.004,<a href=yr25/GRB250223679.html>details</a>,262.62,41.04,306.0,"Fermi, GBM              ",,,,,,
GRB 250223B,GRB250223430,0.00000,89,2025-02-23 10:17:11.660,<a href=yr25/GRB250223430.html>details</a>,3.54,43.49,789.0,"Fermi, GBM              ",,,,,,
GRB 250217C,GRB250217996,0.00000,89,2025-02-17 23:52:29.544,<a href=yr25/GRB250217996.html>details</a>,104.533,52.0167,273.0,"Fermi, LAT              ",,,,,,
GRB 250217B,GRB250217477,0.00000,89,2025-02-17 11:25:04.420,<a href=yr25/GRB250217477.html>details</a>,231.34,34.87,361.2,"Fermi, GBM              ",,,,,,
GRB 250217A,GRB250217325,0.41711,89,2025-02-17 07:45:10.486,<a href=yr25/GRB250217325.html>details</a>,154.95,1.89,676.8,"Fermi, GBM              ",,,,,,unexamined
GRB 250216A,GRB250216848,0.00000,89,2025-02-16 20:18:28.697,<a href=yr25/GRB250216848.html>details</a>,212.41,60.24,761.4,"Fermi, GBM              ",,,,,,
GRB 250215A,GRB250215105,1.00000,89,2025-02-15 02:29:40.987,<a href=yr25/GRB250215105.html>details</a>,156.331,-27.6983,0.06,"Swift, XRT              ",2,3,469.90022542894286,689.2924449694256,,unexamined
GRB 250214A,GRB250214231,0.80010,89,2025-02-14 05:29:48.036,<a href=yr25/GRB250214231.html>details</a>,122.85,-41.88,315.59999999999997,"Fermi, GBM              ",,,,,,unexamined
GRB 250212A,GRB250212035,0.00000,89,2025-02-12 00:47:42.851,<a href=yr25/GRB250212035.html>details</a>,280.43,44.47,275.4,"Fermi, LAT              ",,,,,,
GRB 250210A,GRB250210230,0.00024,88,2025-02-10 05:29:29.052,<a href=yr25/GRB250210230.html>details</a>,150.29,-25.47,167.4,"Fermi, GBM              ",,,,,,
GRB 250208A,GRB250208211,0.00000,88,2025-02-08 05:01:44.388,<a href=yr25/GRB250208211.html>details</a>,191.4,-11.82,406.2,"Fermi, GBM              ",,,,,,
GRB 250207A,GRB250207053,0.00000,88,2025-02-07 01:13:49.005,<a href=yr25/GRB250207053.html>details</a>,16.0892,-12.1633,0.096,"Swift, XRT              ",-1,-1,-1,-1,,
GRB 250206A,GRB250206827,0.00000,88,2025-02-06 19:49:18.806,<a href=yr25/GRB250206827.html>details</a>,222.06,-65.03,101.39999999999999,"Fermi, GBM              ",,,,,,
GRB 250205A,GRB250205893,0.00000,88,2025-02-05 21:23:16.497,<a href=yr25/GRB250205893.html>details</a>,113.459,32.365,4.5,"Swift, XRT              ",-1,-1,-1,-1,,
GRB 250204A,GRB250204311,0.76148,88,2025-02-04 07:26:00.191,<a href=yr25/GRB250204311.html>details</a>,108.23,-23.78,64.80000000000001,"Fermi, GBM              ",,,,,,unexamined
GRB 250204B,GRB250204279,0.00000,88,2025-02-04 06:38:58.957,<a href=yr25/GRB250204279.html>details</a>,2.35,29.7,168.0,"Fermi, GBM              ",,,,,,
GRB 250202C,GRB250202841,0.00000,88,2025-02-02 20:08:22.573,<a href=yr25/GRB250202841.html>details</a>,300.85,-54.51,243.0,"Fermi, GBM              ",,,,,,
GRB 250202B,GRB250202165,0.00000,88,2025-02-02 03:55:02.025,<a href=yr25/GRB250202165.html>details</a>,347.8,16.48,85.8,"Fermi, GBM              ",,,,,,
GRB 250202A,GRB250202047,0.00000,88,2025-02-02 01:05:50.598,<a href=yr25/GRB250202047.html>details</a>,295.17,-29.06,66.0,"Fermi, GBM              ",,,,,,
GRB 250201A,GRB250201417,0.94157,88,2025-02-01 09:57:28.553,<a href=yr25/GRB250201417.html>details</a>,115.81,-52.57,66.0,"Fermi, GBM              ",,,,,,unexamined
GRB 250128B,GRB250128683,0.00000,88,2025-01-28 16:20:36.554,<a href=yr25/GRB250128683.html>details</a>,231.426,-0.5397,1.3980000000000001,"Swift, XRT              ",-1,-1,-1,-1,,
GRB 250128A,GRB250128440,0.00000,88,2025-01-28 10:31:29.729,<a href=yr25/GRB250128440.html>details</a>,283.96,62.34,325.2,"Fermi, GBM              ",,,,,,
GRB 250127B,GRB250127635,0.83991,88,2025-01-27 15:12:21.365,<a href=yr25/GRB250127635.html>details</a>,127.49,-17.88,205.8,"Fermi, GBM              ",,,,,,unexamined
GRB 250126A,GRB250126208,0.00000,88,2025-01-26 04:56:37.358,<a href=yr25/GRB250126208.html>details</a>,337.4,-11.61,132.0,"Fermi, GBM              ",,,,,,
GRB 250122A,GRB250122636,0.00000,88,2025-01-22 15:13:03.644,<a href=yr25/GRB250122636.html>details</a>,266.01,24.86,408.59999999999997,"Fermi, GBM              ",,,,,,
GRB 250121A,GRB250121983,0.00000,88,2025-01-21 23:33:54.321,<a href=yr25/GRB250121983.html>details</a>,225.14,-34.37,14.399999999999999,"Fermi, LAT              ",-1,-1,-1,-1,,
GRB 250119C,GRB250119945,0.00066,88,2025-01-19 22:38:47.707,<a href=yr25/GRB250119945.html>details</a>,163.87,15.08,528.6,"Fermi, GBM              ",,,,,,
GRB 250119B,GRB250119352,0.00000,88,2025-01-19 08:24:46.503,<a href=yr25/GRB250119352.html>details</a>,306.74,21.23,60.0,"Fermi, GBM              ",,,,,,
GRB 250119A,GRB250119083,0.00000,88,2025-01-19 01:57:10.116,<a href=yr25/GRB250119083.html>details</a>,230.0,42.33,318.59999999999997,"Fermi, GBM              ",,,,,,
GRB 250118A,GRB250118772,0.00000,88,2025-01-18 18:28:57.020,<a href=yr25/GRB250118772.html>details</a>,263.82,38.82,644.4,"Fermi, GBM              ",,,,,,
GRB 250117A,GRB250117849,0.00000,88,2025-01-17 20:19:40.451,<a href=yr25/GRB250117849.html>details</a>,252.55,-26.18,199.2,"Fermi, GBM              ",,,,,,
GRB 250116A,GRB250116524,0.00000,88,2025-01-16 12:31:41.354,<a href=yr25/GRB250116524.html>details</a>,269.8,-18.48,60.0,"Fermi, GBM              ",,,,,,
,GRB250113273,0.71684,87,2025-01-13 06:31:26.420,<a href=yr25/GRB250113273.html>details</a>,106.22,-28.78,361.2,"Fermi, GBM              ",,,,,,unexamined
GRB 250109A,GRB250109262,1.00000,87,2025-01-09 06:14:57.521,<a href=yr25/GRB250109262.html>details</a>,88.8055,-12.4966,1.7999999999999998,"Swift, XRT              ",2,4,1796.3996327471868,886.3214899314916,,unexamined
GRB 250107B,GRB250107482,0.00000,87,2025-01-07 11:31:45.378,<a href=yr25/GRB250107482.html>details</a>,110.82,59.59,1555.8,"Fermi, GBM              ",,,,,,
GRB 250107A,GRB250107210,0.00000,87,2025-01-07 05:00:12.299,<a href=yr25/GRB250107210.html>details</a>,302.52,45.564,4.0200000000000005,"Swift, BAT              ",-1,-1,-1,-1,,
