GCN Name,Fermi Name,Enclosed Probability,TESS Sector,Trigger,Details,RA,Declination,Error Radius (arcmin),Localization Source,Alt. Local. Cam,Alt. Local. CCD,Alt. Local. Col,Alt. Local. Row,LC,Result
GRB 221025A,GRB221025040,0.00000,57,2022-10-25 00:56:07.121,<a href=yr22/GRB221025040.html>details</a>,133.4,11.0,78.0,"Fermi, LAT              ",,,,,,
,GRB221024542,0.00000,57,2022-10-24 12:58:17.910,<a href=yr22/GRB221024542.html>details</a>,169.741,33.0421,0.06,"Swift, XRT              ",-1,-1,-1,-1,,
GRB 221023A,GRB221023862,0.00000,57,2022-10-23 20:39:17.577,<a href=yr22/GRB221023862.html>details</a>,230.3,15.01,2.4,"Fermi, LAT              ",-1,-1,-1,-1,,
GRB 221022B,GRB221022955,0.00000,57,2022-10-22 22:53:37.838,<a href=yr22/GRB221022955.html>details</a>,167.43,15.41,109.2,"Fermi, GBM              ",,,,,,
GRB 221022A,GRB221022815,0.00000,57,2022-10-22 19:31:20.430,<a href=yr22/GRB221022815.html>details</a>,118.342,-5.117,4.8,"Swift, BAT              ",-1,-1,-1,-1,,
,GRB221022612,0.00000,57,2022-10-22 14:39:31.163,<a href=yr22/GRB221022612.html>details</a>,231.58,-53.55,435.59999999999997,"Fermi, GBM              ",,,,,,
GRB 221021A,GRB221021388,0.00000,57,2022-10-21 09:16:12.618,<a href=yr22/GRB221021388.html>details</a>,218.71,-68.58,713.4000000000001,"Fermi, GBM              ",,,,,,
GRB 221020A,GRB221020225,0.00000,57,2022-10-20 05:21:36.632,<a href=yr22/GRB221020225.html>details</a>,172.9,16.05,178.20000000000002,"Fermi, GBM              ",,,,,,
,GRB221018459,0.49812,57,2022-10-18 10:58:09.227,<a href=yr22/GRB221018459.html>details</a>,271.25,50.15,352.8,"Fermi, GBM              ",,,,,,unexamined
GRB 221016A,GRB221016986,0.00000,57,2022-10-16 23:37:04.595,<a href=yr22/GRB221016986.html>details</a>,38.949,-34.624,3.0,"Swift, BAT              ",-1,-1,-1,-1,,
GRB 221014A,GRB221014021,0.00010,57,2022-10-14 00:27:33.426,<a href=yr22/GRB221014021.html>details</a>,85.91,17.83,899.4,"Fermi, GBM              ",,,,,,
GRB 221013A,GRB221013029,0.00005,57,2022-10-13 00:40:02.502,<a href=yr22/GRB221013029.html>details</a>,246.25,6.71,362.4,"Fermi, GBM              ",,,,,,
GRB 221009A,GRB221009553,0.00000,57,2022-10-09 13:14:46.225,<a href=yr22/GRB221009553.html>details</a>,288.264,19.7731,3.0,"Swift, BAT              ",-1,-1,-1,-1,,
,GRB221005757,-1.00000,57,2022-10-05 18:07:53.007,,128.06,-21.27,552.0,"Fermi, LAT              ",,,,,,
,GRB221004622,0.66528,57,2022-10-04 14:54:00.573,<a href=yr22/GRB221004622.html>details</a>,356.83,57.71,598.2,"Fermi, GBM              ",,,,,,unexamined
GRB 220927A,GRB220927234,0.00000,56,2022-09-27 05:34:10.197,<a href=yr22/GRB220927234.html>details</a>,96.91,-27.49,68.39999999999999,"Fermi, GBM              ",,,,,,
GRB 220925A,GRB220925462,0.00000,56,2022-09-25 11:03:42.970,<a href=yr22/GRB220925462.html>details</a>,156.7,45.03,337.2,"Fermi, GBM              ",,,,,,
GRB 220924A,GRB220924906,0.60039,56,2022-09-24 21:42:36.172,<a href=yr22/GRB220924906.html>details</a>,321.48,33.84,309.6,"Fermi, GBM              ",,,,,,unexamined
,GRB220921473,0.00000,56,2022-09-21 11:19:13.366,<a href=yr22/GRB220921473.html>details</a>,94.33,-80.59,687.0,"Fermi, GBM              ",,,,,,
GRB 220921A,GRB220921462,0.00000,56,2022-09-21 11:03:44.669,<a href=yr22/GRB220921462.html>details</a>,66.85,-40.0,60.0,"Fermi, GBM              ",,,,,,
,GRB220917614,0.00622,56,2022-09-17 14:42:08.898,<a href=yr22/GRB220917614.html>details</a>,357.4,-16.96,700.2,"Fermi, GBM              ",,,,,,unexamined
,GRB220915400,0.17383,56,2022-09-15 09:33:05.645,<a href=yr22/GRB220915400.html>details</a>,227.0,84.13,388.8,"Fermi, GBM              ",,,,,,unexamined
,GRB220915218,0.00001,56,2022-09-15 05:11:22.144,<a href=yr22/GRB220915218.html>details</a>,289.0,-22.61,72.6,"Fermi, GBM              ",,,,,,
,GRB220915022,0.00000,56,2022-09-15 00:29:25.319,<a href=yr22/GRB220915022.html>details</a>,135.68,4.28,205.8,"Fermi, GBM              ",,,,,,
,GRB220912963,0.00025,56,2022-09-12 23:05:03.192,<a href=yr22/GRB220912963.html>details</a>,67.15,30.97,763.2,"Fermi, GBM              ",,,,,,
GRB 220912A,GRB220912035,0.00000,56,2022-09-12 00:48:08.180,<a href=yr22/GRB220912035.html>details</a>,165.26,49.26,214.8,"Fermi, GBM              ",,,,,,
GRB 220910B,GRB220910627,0.00000,56,2022-09-10 15:00:39.638,<a href=yr22/GRB220910627.html>details</a>,276.7,-53.52,1258.1999999999998,"Fermi, GBM              ",,,,,,
GRB 220910A,GRB220910242,0.00686,56,2022-09-10 05:46:03.695,<a href=yr22/GRB220910242.html>details</a>,9.11,-1.1,60.0,"Fermi, GBM              ",,,,,,unexamined
GRB 220909A,GRB220909286,0.00000,56,2022-09-09 06:50:01.212,<a href=yr22/GRB220909286.html>details</a>,216.045,-8.5551,3.0,"Swift, BAT              ",-1,-1,-1,-1,,
GRB 220907A,GRB220907587,0.00000,56,2022-09-07 14:03:12.591,<a href=yr22/GRB220907587.html>details</a>,268.87,-20.315,3.0,"Swift, BAT              ",-1,-1,-1,-1,,
GRB 220905A,GRB220905478,0.00000,56,2022-09-05 11:26:27.759,<a href=yr22/GRB220905478.html>details</a>,343.51,-33.46,60.0,"Fermi, GBM              ",,,,,,
,GRB220905433,0.00011,56,2022-09-05 10:21:30.692,<a href=yr22/GRB220905433.html>details</a>,252.35,11.55,389.40000000000003,"Fermi, GBM              ",,,,,,
,GRB220903511,0.00000,56,2022-09-03 12:14:03.797,<a href=yr22/GRB220903511.html>details</a>,177.32,-24.12,234.60000000000002,"Fermi, GBM              ",,,,,,
,GRB220903125,0.00000,56,2022-09-03 02:58:26.959,<a href=yr22/GRB220903125.html>details</a>,147.05,4.94,777.6,"Fermi, GBM              ",,,,,,
GRB 220902A,GRB220902438,0.00000,56,2022-09-02 10:27:47.508,<a href=yr22/GRB220902438.html>details</a>,30.55,40.89,516.5999999999999,"Fermi, GBM              ",,,,,,
GRB 220831C,GRB220831664,0.00025,55,2022-08-31 15:54:22.763,<a href=yr22/GRB220831664.html>details</a>,336.99,-47.55,518.4000000000001,"Fermi, GBM              ",,,,,,
GRB 220831A,GRB220831581,0.00000,55,2022-08-31 13:54:20.187,<a href=yr22/GRB220831581.html>details</a>,24.2554,-41.5819,0.762,"Swift, BAT              ",-1,-1,-1,-1,,
GRB 220831B,GRB220831550,0.00000,55,2022-08-31 13:09:24.575,<a href=yr22/GRB220831550.html>details</a>,167.3,1.01,282.6,"Fermi, GBM              ",,,,,,
,GRB220830319,0.00000,55,2022-08-30 07:37:14.175,<a href=yr22/GRB220830319.html>details</a>,239.77,-64.35,69.0,"Fermi, GBM              ",,,,,,
,GRB220829610,0.00020,55,2022-08-29 14:35:30.299,<a href=yr22/GRB220829610.html>details</a>,46.8,55.35,60.0,"Fermi, GBM              ",,,,,,
GRB 220827A,GRB220827896,0.00000,55,2022-08-27 21:27:45.856,<a href=yr22/GRB220827896.html>details</a>,113.05,-1.1,907.8000000000001,"Fermi, GBM              ",,,,,,
GRB 220826A,GRB220826497,0.00000,55,2022-08-26 11:53:07.299,<a href=yr22/GRB220826497.html>details</a>,206.431,-44.044,0.6,"Swift, BAT              ",-1,-1,-1,-1,,
,GRB220826431,0.00507,55,2022-08-26 10:19:07.620,<a href=yr22/GRB220826431.html>details</a>,354.27,19.76,109.80000000000001,"Fermi, GBM              ",,,,,,unexamined
,GRB220826218,0.15859,55,2022-08-26 05:11:02.822,<a href=yr22/GRB220826218.html>details</a>,316.01,-14.2,456.6,"Fermi, GBM              ",,,,,,unexamined
GRB 220825A,GRB220825082,0.00000,55,2022-08-25 01:55:33.333,<a href=yr22/GRB220825082.html>details</a>,87.9,-10.78,343.2,"Fermi, GBM              ",,,,,,
,GRB220823618,0.83944,55,2022-08-23 14:48:18.790,<a href=yr22/GRB220823618.html>details</a>,287.96,63.73,466.8,"Fermi, GBM              ",,,,,,unexamined
GRB 220823A,GRB220823145,0.00004,55,2022-08-23 03:26:38.240,<a href=yr22/GRB220823145.html>details</a>,82.94,2.44,180.6,"Fermi, GBM              ",,,,,,
GRB 220821A,GRB220821296,0.00000,55,2022-08-21 07:03:24.367,<a href=yr22/GRB220821296.html>details</a>,133.58,28.74,213.6,"Fermi, GBM              ",,,,,,
,GRB220820998,0.00075,55,2022-08-20 23:55:07.173,<a href=yr22/GRB220820998.html>details</a>,264.26,-41.9,612.6,"Fermi, GBM              ",,,,,,
GRB 220810A,GRB220810969,0.43315,55,2022-08-10 23:13:24.863,<a href=yr22/GRB220810969.html>details</a>,309.35,2.66,94.80000000000001,"Fermi, GBM              ",,,,,,unexamined
,GRB220807581,0.00003,55,2022-08-07 13:54:15.433,<a href=yr22/GRB220807581.html>details</a>,139.77,34.16,468.0,"Fermi, GBM              ",,,,,,
GRB 220804A,GRB220804089,0.00000,54,2022-08-04 02:06:14.013,<a href=yr22/GRB220804089.html>details</a>,159.41,9.38,388.8,"Fermi, GBM              ",,,,,,
,GRB220803402,-1.00000,54,2022-08-03 09:36:56.108,,203.42,-53.68,63.6,"Fermi, LAT              ",,,,,,
GRB 220730A,GRB220730659,0.00000,54,2022-07-30 15:46:38.517,<a href=yr22/GRB220730659.html>details</a>,225.021,-69.497,3.0,"Swift, BAT              ",-1,-1,-1,-1,,
,GRB220729429,0.21900,54,2022-07-29 10:15:13.268,<a href=yr22/GRB220729429.html>details</a>,316.69,-4.17,680.4,"Fermi, GBM              ",,,,,,unexamined
GRB 220728A,GRB220728681,0.00051,54,2022-07-28 16:18:27.405,<a href=yr22/GRB220728681.html>details</a>,5.41,36.18,915.0,"Fermi, GBM              ",,,,,,
,GRB220727192,0.00000,54,2022-07-27 04:34:16.250,<a href=yr22/GRB220727192.html>details</a>,123.92,-42.38,315.0,"Fermi, GBM              ",,,,,,
GRB 220726A,GRB220726405,0.00000,54,2022-07-26 09:40:31.845,<a href=yr22/GRB220726405.html>details</a>,196.92,-61.82,317.4,"Fermi, GBM              ",,,,,,
,GRB220725563,0.00000,54,2022-07-25 13:29:02.522,<a href=yr22/GRB220725563.html>details</a>,105.34,-56.79,348.0,"Fermi, GBM              ",,,,,,
,GRB220725244,0.00073,54,2022-07-25 05:48:45.121,<a href=yr22/GRB220725244.html>details</a>,250.08,-41.4,1099.8,"Fermi, GBM              ",,,,,,
GRB 220724A,GRB220724988,0.00004,54,2022-07-24 23:40:49.310,<a href=yr22/GRB220724988.html>details</a>,236.84,-17.56,232.20000000000002,"Fermi, GBM              ",,,,,,
,GRB220724457,0.04032,54,2022-07-24 10:55:50.548,<a href=yr22/GRB220724457.html>details</a>,319.67,-8.55,362.4,"Fermi, GBM              ",,,,,,unexamined
GRB 220721A,GRB220721021,0.00000,54,2022-07-21 00:28:13.288,<a href=yr22/GRB220721021.html>details</a>,356.6,-39.52,548.4000000000001,"Fermi, GBM              ",,,,,,
GRB 220715B,GRB220715934,0.00000,54,2022-07-15 22:22:30.641,<a href=yr22/GRB220715934.html>details</a>,254.875,-33.5979,0.03,"Swift, XRT              ",-1,-1,-1,-1,,
,GRB220715691,0.00000,54,2022-07-15 16:32:12.428,<a href=yr22/GRB220715691.html>details</a>,155.94,28.73,381.6,"Fermi, GBM              ",,,,,,
GRB 220715A,GRB220715368,0.00000,54,2022-07-15 08:47:25.940,<a href=yr22/GRB220715368.html>details</a>,171.25,-31.13,447.0,"Fermi, GBM              ",,,,,,
GRB 220714B,GRB220714582,0.00000,54,2022-07-14 13:55:52.127,<a href=yr22/GRB220714582.html>details</a>,47.0803,-19.3269,0.084,"Swift, BAT              ",-1,-1,-1,-1,,
GRB 220713A,GRB220713691,0.00002,54,2022-07-13 16:33:25.864,<a href=yr22/GRB220713691.html>details</a>,24.97,34.54,277.2,"Fermi, GBM              ",,,,,,
GRB 220711B,GRB220711761,0.00000,54,2022-07-11 18:14:10.206,<a href=yr22/GRB220711761.html>details</a>,261.992,24.6694,3.0,"Swift, BAT              ",-1,-1,-1,-1,,
GRB 220711C,GRB220711675,0.00000,54,2022-07-11 16:09:46.454,<a href=yr22/GRB220711675.html>details</a>,79.625,-47.309,330.0,IPN                     ,,,,,,
GRB 220711A,GRB220711279,0.00000,54,2022-07-11 06:38:50.858,<a href=yr22/GRB220711279.html>details</a>,96.13,33.94,1011.0000000000001,"Fermi, GBM              ",,,,,,
GRB 220705A,GRB220705282,0.00000,53,2022-07-05 06:43:38.172,<a href=yr22/GRB220705282.html>details</a>,149.78,-10.73,671.4,"Fermi, GBM              ",,,,,,
,GRB220704575,0.00000,53,2022-07-04 13:45:44.460,<a href=yr22/GRB220704575.html>details</a>,279.86,-44.64,280.79999999999995,"Fermi, GBM              ",,,,,,
GRB 220702B,GRB220702842,0.00183,53,2022-07-02 20:10:29.380,<a href=yr22/GRB220702842.html>details</a>,170.65,46.79,328.8,"Fermi, GBM              ",,,,,,
GRB 220702A,GRB220702569,-1.00000,53,2022-07-02 13:37:23.641,,160.01,6.5,687.6,"Fermi, LAT              ",,,,,,
GRB 220627A,GRB220627901,0.00000,53,2022-06-27 21:34:39.172,<a href=yr22/GRB220627901.html>details</a>,201.2,-32.5,12.0,Known Source            ,-1,-1,-1,-1,,
GRB 220627A,GRB220627890,0.00000,53,2022-06-27 21:18:47.988,<a href=yr22/GRB220627890.html>details</a>,201.2,-32.5,12.0,"Fermi, LAT              ",-1,-1,-1,-1,,
GRB 220624B,GRB220624431,0.00000,53,2022-06-24 10:18:06.248,<a href=yr22/GRB220624431.html>details</a>,97.78,41.64,243.59999999999997,"Fermi, GBM              ",,,,,,
,GRB220624316,0.34884,53,2022-06-24 07:32:37.298,<a href=yr22/GRB220624316.html>details</a>,295.11,52.68,1040.4,"Fermi, GBM              ",,,,,,unexamined
GRB 220624A,GRB220624124,0.00000,53,2022-06-24 02:56:23.572,<a href=yr22/GRB220624124.html>details</a>,179.348,16.691,4.002,IPN                     ,-1,-1,-1,-1,,
GRB 220623B,GRB220623649,0.00300,53,2022-06-23 15:31:39.853,<a href=yr22/GRB220623649.html>details</a>,216.11,50.15,243.59999999999997,"Fermi, GBM              ",,,,,,
,GRB220622394,0.00000,53,2022-06-22 09:24:55.688,<a href=yr22/GRB220622394.html>details</a>,286.22,-52.19,940.2,"Fermi, GBM              ",,,,,,
GRB 220620B,GRB220620261,0.00000,53,2022-06-20 06:14:10.773,<a href=yr22/GRB220620261.html>details</a>,326.87,-44.64,532.8000000000001,"Fermi, GBM              ",,,,,,
GRB 220620A,GRB220620064,0.20552,53,2022-06-20 01:29:47.973,<a href=yr22/GRB220620064.html>details</a>,109.4,66.91,154.2,"Fermi, GBM              ",,,,,,unexamined
,GRB220620016,0.04113,53,2022-06-20 00:20:29.746,<a href=yr22/GRB220620016.html>details</a>,142.63,58.69,553.8000000000001,"Fermi, GBM              ",,,,,,unexamined
,GRB220619207,0.00000,53,2022-06-19 04:56:12.782,<a href=yr22/GRB220619207.html>details</a>,42.63,-2.32,72.6,"Fermi, GBM              ",,,,,,
,GRB220618761,0.03722,53,2022-06-18 18:13:20.368,<a href=yr22/GRB220618761.html>details</a>,90.64,-21.81,896.4,"Fermi, GBM              ",,,,,,unexamined
GRB 220618A,GRB220618382,0.00000,53,2022-06-18 09:08:05.184,<a href=yr22/GRB220618382.html>details</a>,38.966,55.214,3.0,"Swift, BAT              ",-1,-1,-1,-1,,
GRB 220617A,GRB220617772,0.00000,53,2022-06-17 18:28:55.812,<a href=yr22/GRB220617772.html>details</a>,156.96,15.53,5.3999999999999995,"Fermi, LAT              ",-1,-1,-1,-1,,
,GRB220617673,0.39534,53,2022-06-17 16:06:40.600,<a href=yr22/GRB220617673.html>details</a>,284.49,25.59,671.4,"Fermi, GBM              ",,,,,,unexamined
,GRB220613395,0.00010,53,2022-06-13 09:25:52.206,<a href=yr22/GRB220613395.html>details</a>,177.88,22.43,759.6,"Fermi, GBM              ",,,,,,
,GRB220612013,0.00000,52,2022-06-12 00:16:35.493,<a href=yr22/GRB220612013.html>details</a>,150.29,-24.19,490.2,"Fermi, GBM              ",,,,,,
GRB 220610A,GRB220610906,0.00000,52,2022-06-10 21:42:24.160,<a href=yr22/GRB220610906.html>details</a>,160.73,24.81,495.0,"Fermi, GBM              ",,,,,,
,GRB220610295,0.00000,52,2022-06-10 07:02:23.827,<a href=yr22/GRB220610295.html>details</a>,229.64,-57.8,187.20000000000002,"Fermi, GBM              ",,,,,,
GRB 220609A,GRB220609063,0.00000,52,2022-06-09 01:28:39.178,<a href=yr22/GRB220609063.html>details</a>,225.48,-33.9,836.4,"Fermi, GBM              ",,,,,,
,GRB220608317,-1.00000,52,2022-06-08 07:34:12.268,,73.76,24.55,145.8,"Fermi, LAT              ",,,,,,
GRB 220608A,GRB220608211,0.00000,52,2022-06-08 05:01:30.220,<a href=yr22/GRB220608211.html>details</a>,229.26,-0.19,72.6,"Fermi, GBM              ",,,,,,
GRB 220606B,GRB220606044,0.00000,52,2022-06-06 01:01:11.201,<a href=yr22/GRB220606044.html>details</a>,28.474,-54.741,4.98,"Swift, BAT              ",-1,-1,-1,-1,,
GRB 220606A,GRB220606025,0.02559,52,2022-06-06 00:33:24.112,<a href=yr22/GRB220606025.html>details</a>,258.23,-26.0,933.0,"Fermi, GBM              ",,,,,,unexamined
GRB 220530A,GRB220530465,0.00001,52,2022-05-30 11:07:42.832,<a href=yr22/GRB220530465.html>details</a>,159.38,13.57,510.0,"Fermi, GBM              ",,,,,,
GRB 220528A,GRB220528259,0.00000,52,2022-05-28 06:10:35.572,<a href=yr22/GRB220528259.html>details</a>,311.21,24.3,294.6,"Fermi, GBM              ",,,,,,
GRB 220527A,GRB220527387,0.00000,52,2022-05-27 09:15:00.433,<a href=yr22/GRB220527387.html>details</a>,323.57,-14.9,4.8,"Fermi, LAT              ",-1,-1,-1,-1,,
GRB 220525A,GRB220525008,0.00000,52,2022-05-25 00:08:37.023,<a href=yr22/GRB220525008.html>details</a>,13.365,16.396,25.002000000000002,IPN                     ,-1,-1,-1,-1,,
GRB 220523B,GRB220523558,0.00712,52,2022-05-23 13:21:53.760,<a href=yr22/GRB220523558.html>details</a>,104.31,59.72,113.39999999999999,"Fermi, GBM              ",,,,,,unexamined
GRB 220523A,GRB220523175,0.00000,52,2022-05-23 04:09:13.703,<a href=yr22/GRB220523175.html>details</a>,136.66,-37.46,498.00000000000006,"Fermi, GBM              ",,,,,,
GRB 220522A,GRB220522110,0.00000,52,2022-05-22 02:36:43.159,<a href=yr22/GRB220522110.html>details</a>,32.57,4.03,642.6,"Fermi, GBM              ",,,,,,
GRB 220521A,GRB220521972,0.00000,52,2022-05-21 23:18:03.229,<a href=yr22/GRB220521972.html>details</a>,275.197,10.384,3.0,"Swift, BAT              ",-1,-1,-1,-1,,
,GRB220520876,0.00001,52,2022-05-20 20:59:25.614,<a href=yr22/GRB220520876.html>details</a>,182.21,13.5,712.1999999999999,"Fermi, GBM              ",,,,,,
GRB 220518B,GRB220518717,0.00000,52,2022-05-18 17:09:35.573,<a href=yr22/GRB220518717.html>details</a>,293.32,-66.21,501.59999999999997,"Fermi, GBM              ",,,,,,
,GRB220516525,0.00000,51,2022-05-16 12:33:26.600,<a href=yr22/GRB220516525.html>details</a>,111.55,21.17,476.40000000000003,"Fermi, GBM              ",,,,,,
GRB 220514A,GRB220514517,0.00000,51,2022-05-14 12:22:17.980,<a href=yr22/GRB220514517.html>details</a>,147.667,13.147,1.5,INTEGRAL                ,-1,-1,-1,-1,,
GRB 220513A,GRB220513865,0.00000,51,2022-05-13 20:43:52.077,<a href=yr22/GRB220513865.html>details</a>,83.91,-29.21,727.1999999999999,"Fermi, GBM              ",,,,,,
GRB 220512A,GRB220512211,0.00050,51,2022-05-12 05:01:35.999,<a href=yr22/GRB220512211.html>details</a>,128.62,84.04,100.8,"Fermi, GBM              ",,,,,,
GRB 220511A,GRB220511571,0.00000,51,2022-05-11 13:39:42.276,<a href=yr22/GRB220511571.html>details</a>,287.446,17.739,0.6,"Swift, BAT              ",-1,-1,-1,-1,,
,GRB220510147,0.00000,51,2022-05-10 03:28:53.164,<a href=yr22/GRB220510147.html>details</a>,109.35,-11.86,525.0,"Fermi, GBM              ",,,,,,
GRB 220508A,GRB220508939,0.00000,51,2022-05-08 22:30:34.345,<a href=yr22/GRB220508939.html>details</a>,344.38,-3.24,181.2,"Fermi, GBM              ",,,,,,
GRB 220507A,GRB220507423,0.30550,51,2022-05-07 10:08:57.426,<a href=yr22/GRB220507423.html>details</a>,222.06,53.23,220.2,"Fermi, GBM              ",,,,,,unexamined
GRB 220501A,GRB220501828,0.00000,51,2022-05-01 19:49:31.982,<a href=yr22/GRB220501828.html>details</a>,85.577,14.033,3.0,"Swift, BAT              ",-1,-1,-1,-1,,
,GRB220430900,0.00000,51,2022-04-30 21:33:41.556,<a href=yr22/GRB220430900.html>details</a>,9.01,-83.38,154.2,"Fermi, GBM              ",,,,,,
GRB 220426B,GRB220426299,0.00000,51,2022-04-26 07:08:25.107,<a href=yr22/GRB220426299.html>details</a>,138.44,-13.8,309.0,"Fermi, GBM              ",,,,,,
GRB 220426A,GRB220426285,0.00000,51,2022-04-26 06:47:39.776,<a href=yr22/GRB220426285.html>details</a>,335.8,-20.53,60.0,"Fermi, GBM              ",,,,,,
,GRB220424481,0.75741,51,2022-04-24 11:30:31.953,<a href=yr22/GRB220424481.html>details</a>,235.23,47.86,112.8,"Fermi, GBM              ",,,,,,unexamined
GRB 220421A,GRB220421346,0.00000,50,2022-04-21 08:15:41.245,<a href=yr22/GRB220421346.html>details</a>,74.42,23.14,125.39999999999999,"Fermi, GBM              ",,,,,,
GRB 220418B,GRB220418720,0.00000,50,2022-04-18 17:14:10.577,<a href=yr22/GRB220418720.html>details</a>,224.344,-17.539,3.0,"Swift, BAT              ",-1,-1,-1,-1,,
GRB 220418A,GRB220418661,0.00024,50,2022-04-18 15:49:41.821,<a href=yr22/GRB220418661.html>details</a>,334.26,61.95,466.2,"Fermi, GBM              ",,,,,,
GRB 220417A,GRB220417578,0.00000,50,2022-04-17 13:50:23.866,<a href=yr22/GRB220417578.html>details</a>,107.72,11.28,489.0,"Fermi, GBM              ",,,,,,
,GRB220415645,0.00000,50,2022-04-15 15:26:42.722,<a href=yr22/GRB220415645.html>details</a>,298.38,-79.82,232.20000000000002,"Fermi, GBM              ",,,,,,
,GRB220413167,0.00007,50,2022-04-13 03:58:46.665,<a href=yr22/GRB220413167.html>details</a>,249.08,-81.55,543.0,"Fermi, GBM              ",,,,,,
GRB 220412B,GRB220412713,0.00000,50,2022-04-12 17:04:34.191,<a href=yr22/GRB220412713.html>details</a>,320.794,-0.223,0.6,"Swift, BAT              ",-1,-1,-1,-1,,
GRB 220411A,GRB220411306,0.00002,50,2022-04-11 07:17:47.408,<a href=yr22/GRB220411306.html>details</a>,178.19,25.61,101.39999999999999,"Fermi, GBM              ",,,,,,
GRB 220408B,GRB220408311,0.00000,50,2022-04-08 07:25:52.547,<a href=yr22/GRB220408311.html>details</a>,92.48,-50.97,3.5999999999999996,"Fermi, LAT              ",-1,-1,-1,-1,,
GRB 220408A,GRB220408240,0.00000,50,2022-04-08 05:43:45.971,<a href=yr22/GRB220408240.html>details</a>,202.417,47.0687,0.06,"Swift, XRT              ",-1,-1,-1,-1,,
,GRB220407167,0.00000,50,2022-04-07 03:58:25.702,<a href=yr22/GRB220407167.html>details</a>,61.08,-13.91,529.2,"Fermi, GBM              ",,,,,,
GRB 220405A,GRB220405258,0.00000,50,2022-04-05 06:09:22.926,<a href=yr22/GRB220405258.html>details</a>,29.38,-22.8,72.6,"Fermi, GBM              ",,,,,,
GRB 220404B,GRB220404741,0.00000,50,2022-04-04 17:45:06.109,<a href=yr22/GRB220404741.html>details</a>,25.57,-10.83,450.0,"Fermi, GBM              ",,,,,,
GRB 220403B,GRB220403863,0.00000,50,2022-04-03 20:42:30.856,<a href=yr22/GRB220403863.html>details</a>,191.5,89.1836,0.06,"Swift, XRT              ",-1,-1,-1,-1,,
GRB 220403A,GRB220403424,0.00000,50,2022-04-03 10:07:50.563,<a href=yr22/GRB220403424.html>details</a>,30.28,-14.16,565.8,"Fermi, LAT              ",,,,,,
GRB 220401B,GRB220401896,0.00000,50,2022-04-01 21:27:33.804,<a href=yr22/GRB220401896.html>details</a>,352.49,42.87,300.0,"Fermi, GBM              ",,,,,,
GRB 220401A,GRB220401429,0.00062,50,2022-04-01 10:15:25.721,<a href=yr22/GRB220401429.html>details</a>,9.95,52.71,273.0,"Fermi, GBM              ",,,,,,
GRB 220330A,GRB220330520,0.00940,50,2022-03-30 12:25:53.143,<a href=yr22/GRB220330520.html>details</a>,324.13,63.06,225.0,"Fermi, GBM              ",,,,,,unexamined
GRB 220326A,GRB220326173,0.00000,50,2022-03-26 04:07:19.359,<a href=yr22/GRB220326173.html>details</a>,185.6,-31.01,693.0,"Fermi, GBM              ",,,,,,
GRB 220325B,GRB220325879,0.00000,49,2022-03-25 21:03:56.238,<a href=yr22/GRB220325879.html>details</a>,267.22,21.46,683.4000000000001,"Fermi, GBM              ",,,,,,
,GRB220324110,0.14336,49,2022-03-24 02:36:51.192,<a href=yr22/GRB220324110.html>details</a>,190.98,71.56,158.4,"Fermi, GBM              ",,,,,,unexamined
GRB 220323A,GRB220323507,0.01638,49,2022-03-23 12:07:54.700,<a href=yr22/GRB220323507.html>details</a>,355.19,71.88,595.8,"Fermi, GBM              ",,,,,,unexamined
GRB 220321A,GRB220321282,0.50197,49,2022-03-21 06:44:09.392,<a href=yr22/GRB220321282.html>details</a>,170.76,28.94,513.0,"Fermi, GBM              ",,,,,,unexamined
,GRB220320194,-1.00000,49,2022-03-20 04:37:36.270,,96.91,-53.54,97.8,"Fermi, GBM              ",,,,,,
GRB 220317A,GRB220317534,0.00726,49,2022-03-17 12:46:13.446,<a href=yr22/GRB220317534.html>details</a>,171.96,-11.28,800.4,"Fermi, GBM              ",,,,,,unexamined
,GRB220316476,0.30079,49,2022-03-16 11:23:21.041,<a href=yr22/GRB220316476.html>details</a>,222.91,41.96,171.6,"Fermi, GBM              ",,,,,,unexamined
GRB 220315A,GRB220315101,0.00000,49,2022-03-15 02:23:37.993,<a href=yr22/GRB220315101.html>details</a>,236.09,-76.82,210.6,"Fermi, GBM              ",,,,,,
,GRB220314898,0.05880,49,2022-03-14 21:30:45.618,<a href=yr22/GRB220314898.html>details</a>,174.84,1.1,159.60000000000002,"Fermi, GBM              ",,,,,,unexamined
GRB 220311A,GRB220311690,0.00000,49,2022-03-11 16:31:01.182,<a href=yr22/GRB220311690.html>details</a>,157.975,66.0819,3.0,INTEGRAL                ,-1,-1,-1,-1,,
GRB 220310C,GRB220310933,0.00000,49,2022-03-10 22:21:34.209,<a href=yr22/GRB220310933.html>details</a>,290.069,40.253,4.8,"Swift, BAT              ",-1,-1,-1,-1,,
GRB 220310B,GRB220310122,0.00000,49,2022-03-10 02:52:49.880,<a href=yr22/GRB220310122.html>details</a>,63.83,69.58,339.0,"Fermi, GBM              ",,,,,,
GRB 220309A,GRB220309253,0.00001,49,2022-03-09 06:02:26.766,<a href=yr22/GRB220309253.html>details</a>,147.03,-0.55,688.2,"Fermi, GBM              ",,,,,,
